,name,year,release_date,artists,id,duration_ms,explicit,valence,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo
140240,君のせい,2017,2017,['the peggies'],3DpnZMnlXIVWVB8RWFjuAI,263067,0,0.555,0.000778,0.391,0.986,0.00717,4,0.304,-1.51,1,62,0.0807,174.024
140241,White Mustang,2017,2017-07-21,['Lana Del Rey'],6eygbzyL6hY8jFQTARDuo9,164710,0,0.223,0.456,0.6579999999999999,0.46,0.00111,6,0.0963,-8.646,0,64,0.0444,114.801
140242,The Beautiful & Damned,2017,2017-12-15,"['G-Eazy', 'Zoe Nash']",2WWruw7ul9N7eqoHELyMc2,189307,1,0.314,0.173,0.6559999999999999,0.804,0.0,8,0.8370000000000001,-5.191,0,60,0.363,125.882
140243,Friendship,2017,2017-12-01,['Chris Stapleton'],2ZAqfeq7PMp7XA2IKhuJJ2,265173,0,0.483,0.728,0.68,0.334,0.000491,0,0.112,-11.375,1,57,0.0373,129.526
140244,Hit,2017,2017-07-21,"['NAV', 'Metro Boomin']",0gHcxtyWQT0HrlGxaxP1KT,169787,1,0.639,0.206,0.871,0.682,0.0548,6,0.132,-9.113,0,58,0.17,140.084
140245,Chilly,2017,2017-12-18,['NIKI'],6H3TW6uEe3RxW8CcnXJfq2,230000,1,0.237,0.617,0.7340000000000001,0.271,5.27e-06,7,0.101,-11.932,1,63,0.382,103.241
140246,Rolling Up My Weed,2017,2017-11-24,['Doobie'],0283eP3qI4fMOwPCZqPqJY,180000,1,0.206,0.211,0.83,0.45,6.459999999999997e-05,5,0.116,-7.178999999999999,1,55,0.393,159.945
140247,In Cold Blood,2017,2017-06-02,['alt-J'],0jeJR3LdrC2QJNviq7wjzp,206027,0,0.589,0.142,0.495,0.745,0.000441,11,0.194,-5.475,0,56,0.035,143.398
140248,Cowboys,2017,2017-11-03,"['Jelly Roll', 'Struggle Jennings']",3scAjDdskrwS9KoTQrvvs9,192969,1,0.483,0.172,0.691,0.6679999999999999,0.0,0,0.36,-7.352,1,56,0.0851,74.985
140249,Burn Rubber Again,2017,2017-09-09,['AzChike'],3A3l8eWpxuwZJUGcURmseN,163448,1,0.33,0.0731,0.8740000000000001,0.562,3.38e-06,2,0.0733,-10.743,0,56,0.122,99.97
140250,Heavy Rain With Brown Noise,2017,2017-04-19,['Heavy Rain Sounds'],68fod3VaswZIi1hGEBnaoY,246000,0,0.0142,0.133,0.138,0.955,0.982,1,0.7609999999999999,-17.279,1,61,0.0833,140.16
140251,Small Talk,2017,2017-09-08,['Kid Quill'],2Ndr5fzMUJvSPzwoBth8Aw,243911,1,0.377,0.307,0.78,0.573,0.000113,2,0.14,-9.23,1,56,0.0615,99.962
140252,"Walk On Water (feat. A$AP Twelvyy, A$AP Ant, A$AP Nast, A$AP Ferg & Playboi Carti)",2017,2017-08-25,"['A$AP Mob', 'A$AP Twelvyy', 'A$AP ANT', 'A$AP NAST', 'A$AP Ferg', 'Playboi Carti']",0WQcnrsEqrY2e5nexGe3HX,236227,1,0.5920000000000001,0.0889,0.9,0.532,0.0,0,0.0533,-5.516,1,59,0.0744,140.023
140253,I Lost You,2017,2017-08-04,['Dylan Scott'],2pLSgbc3CEXtoCXfuMOTmU,217960,0,0.3,0.362,0.4970000000000001,0.611,0.0,7,0.08,-7.097,1,55,0.0329,130.045
140254,I Am California,2017,2017-01-27,"['John Craigie', 'Gregory Alan Isakov']",27ytYULTu6QSZBhGaOKq9i,313079,0,0.189,0.236,0.455,0.172,0.0013,3,0.102,-10.265,1,57,0.0307,118.161
140255,Alone,2017,2017-06-02,['Halsey'],2Te14aSrBgFj1CE2sBBVMX,205660,0,0.451,0.0184,0.602,0.7240000000000001,0.0,2,0.606,-3.469,0,58,0.0352,100.064
140256,Good Times,2017,2017-06-02,['All Time Low'],3aAoy02NwrmZcqXYYjqNh2,224947,0,0.198,0.00388,0.56,0.887,0.0,7,0.341,-6.314,1,59,0.0594,130.026
140257,I Don’t Know Why,2017,2017-06-23,['Imagine Dragons'],28heol5hhOGj6KYbJrRteJ,190120,0,0.0725,0.0066,0.639,0.6409999999999999,9.91e-06,2,0.185,-7.422999999999999,1,65,0.0609,120.927
140258,I Know,2017,2017-09-15,['D Savage'],4lay3Vtg4Y2m1ftaNNC72r,142213,1,0.52,0.0765,0.618,0.775,0.0,9,0.107,-5.425,0,56,0.231,150.654
140259,Light Rain,2017,2017-05-05,['Chill Bees'],3BA4y1ENVDOeT7XP82sk09,188598,0,0.00315,0.1369999999999999,0.207,0.999,0.998,3,0.85,-15.08,0,62,0.049,89.189
140260,Creve Coeur 1,2017,2017-11-07,['Hobo Johnson'],3DEBzWeKiotejoASmaaMZV,196056,1,0.264,0.86,0.523,0.394,0.0,3,0.105,-10.184,1,57,0.366,141.606
140261,Untouchable,2017,2017-05-31,['YoungBoy Never Broke Again'],4MofYf0f4ijlVV6elUW5S3,180706,1,0.43,0.0447,0.78,0.784,0.0,1,0.122,-5.039,1,56,0.186,85.023
140262,Wouldn't Leave,2018,2018-06-01,"['Kanye West', 'PARTYNEXTDOOR']",1nGoy0cEj0extAwXYNYTWd,205547,1,0.352,0.495,0.556,0.4320000000000001,0.0,3,0.308,-8.551,1,62,0.545,164.235
140263,Midnight,2018,2018-03-09,['Logic'],1GtVGc1UYin3zpMUdNSSpM,241427,1,0.269,0.0867,0.568,0.607,0.0,9,0.0972,-7.438,0,60,0.108,95.056
140264,Why Am I Waiting,2018,2018-10-24,['Papithbk'],4mwuPJJJNtRLs7OLlUGXf2,95582,0,0.26,0.286,0.868,0.396,0.0,5,0.271,-10.167,0,62,0.359,126.244
140265,Cosas De La Clica (feat. Legado 7),2018,2018-12-24,"['Herencia de Patrones', 'LEGADO 7']",15s1GfJ55mO4HBXTFa1DmB,138432,0,0.867,0.36,0.7290000000000001,0.624,0.0,7,0.0849,-6.009,1,62,0.0521,78.626
140266,The Truth Untold,2018,2018-08-24,"['BTS', 'Steve Aoki']",4d5nIJDm92XcbBHVXxjpWI,242293,0,0.1689999999999999,0.3720000000000001,0.57,0.422,0.0,1,0.127,-7.561,0,70,0.0422,113.007
140267,ON TOP,2018,2018-02-04,"['The Girl Next Door', 'WMD']",72j1jY006wieT3AdwLdLFl,131684,0,0.274,0.0918,0.636,0.455,0.966,11,0.101,-9.152,1,63,0.0533,147.658
140268,¿Cual Es Tu Plan?,2018,2018-08-17,"['Bad Bunny', 'Ñejo', 'Pj Sin Suela', 'DJ Nelson']",45jM2fuCq0NHD9p7xn0ptd,243700,1,0.872,0.415,0.8220000000000001,0.601,0.0,5,0.0797,-5.4179999999999975,0,70,0.297,96.123
140269,Good Guy (feat. Jessie Reyez),2018,2018-08-31,"['Eminem', 'Jessie Reyez']",4g32MdRoqwGKQd3NXIRhpU,142192,1,0.728,0.244,0.696,0.634,0.0,9,0.4370000000000001,-6.9179999999999975,0,65,0.281,89.973
140270,Reckless,2018,2018-12-14,['Arin Ray'],1BybndP1YgPEIk6WUnL6kT,233266,1,0.605,0.257,0.6859999999999999,0.701,0.00281,5,0.088,-5.702000000000001,0,60,0.0968,173.99400000000003
140271,All You Wanna Do,2018,2018-08-31,"['Six', 'Aimie Atkinson']",1U0hiOuodfSsxdcTYXGEdT,410089,0,0.596,0.302,0.738,0.532,0.0,11,0.0855,-7.967,0,63,0.187,143.991
140272,Rolling One,2018,2018-04-20,"['Lenin Ramírez', 'T3R Elemento']",40hjNYfeyudUJU3QHGW0t1,243460,1,0.804,0.619,0.768,0.773,2.1e-06,7,0.213,-3.582,1,64,0.0325,107.535
140273,Hate Me,2018,2018-11-09,['Lil Peep'],2FoRvrNWBtrJiSgIjmivKG,180600,1,0.405,0.266,0.328,0.619,1.95e-06,0,0.178,-7.136,1,64,0.282,67.153
140274,Keeping Score (feat. Kelly Clarkson),2018,2018-06-22,"['Dan + Shay', 'Kelly Clarkson']",57KKY8gqUqqS3YXYotkxS5,220213,0,0.336,0.225,0.5670000000000001,0.622,0.0,4,0.138,-4.29,1,59,0.0317,135.97
140275,Magic Shop,2018,2018-05-18,['BTS'],22ryCgQttpV7oCrn7llGRu,275696,0,0.285,0.103,0.541,0.6609999999999999,0.0,1,0.0779,-5.837999999999999,1,68,0.0889,149.92600000000004
140276,One Touch,2018,2018-10-12,"['Jess Glynne', 'Jax Jones']",3eS1VMcEmq2IUgpaeDysCb,197876,0,0.6990000000000001,0.329,0.6859999999999999,0.693,0.0,0,0.136,-6.245,0,67,0.131,124.206
140277,lonewolf,2018,2018-09-25,['convolk'],1lSqu7LFx7v51aGMeKVYaI,178524,1,0.491,0.00463,0.602,0.792,0.000161,8,0.319,-4.509,1,65,0.105,173.972
140278,Rose In Harlem,2018,2018-06-23,['Teyana Taylor'],38HcgcQC4suvti0Sa0e5yc,222828,1,0.351,0.468,0.5429999999999999,0.5670000000000001,0.0,2,0.171,-5.2410000000000005,0,61,0.129,143.744
140279,Find You Again,2018,2018-09-28,['Kevin Gates'],7uFXJVcaCdYczD7mghv0bJ,252000,1,0.655,0.521,0.649,0.826,0.0,7,0.242,-4.916,0,58,0.363,120.278
140280,Rush (feat. Jessie Reyez),2018,2018-02-23,"['Lewis Capaldi', 'Jessie Reyez']",7tTRP2vA00uScZ4SjB3ZQZ,198351,0,0.38,0.565,0.631,0.609,0.0,1,0.635,-7.394,1,68,0.0886,119.636
140281,GONE (feat. Trippie Redd),2018,2018-04-25,"['Paris Shadows', 'Trippie Redd']",2J84DvAAI8ph5DYojk3HPt,190893,1,0.8759999999999999,0.00107,0.7120000000000001,0.731,0.0,9,0.219,-4.555,1,61,0.0335,118.016
140282,Shake Something (feat. Joey Purp),2018,2018-03-08,"['Louis The Child', 'Joey Purp']",6mUwMth1MQT8NVSMI7lKjx,193513,1,0.202,0.0925,0.895,0.525,0.00552,10,0.585,-7.9689999999999985,0,59,0.186,87.999
140283,Ahora Dice - Real Hasta La Muerte Remix,2018,2018-02-12,"['Chris Jeday', 'J Balvin', 'Ozuna', 'Cardi B', 'Offset', 'Anuel', 'Arcangel']",5JrI3Wxx71pwxmtTC7jXys,275827,1,0.5920000000000001,0.275,0.773,0.6729999999999999,0.0,1,0.112,-5.697,1,65,0.223,143.957
140284,Smithereens,2018,2018-10-05,['Twenty One Pilots'],5G6Gt9RtNaeIE418pd4yre,177040,0,0.519,0.296,0.764,0.5479999999999999,1.01e-05,6,0.0769,-7.627000000000002,1,65,0.14,151.02
140285,David Ashley Parker From Powder Springs,2018,2018-03-16,['Travis Denning'],4fhKaRCxbWXA3BwAr3Zxjx,210173,0,0.38,0.131,0.555,0.895,0.0,5,0.0922,-4.787,1,58,0.0472,138.076
140286,out for the night - part 2,2018,2018-12-24,['21 Savage'],4B8vU5oDXVxO5OkLAI4aLx,235232,1,0.0789,0.0133,0.593,0.632,0.0,6,0.64,-5.381,0,61,0.541,173.36900000000003
140287,Shhhh Baby Shusher For Sleep,2018,2018-04-11,['Baby Sleep'],4Q5G40Lq1b1lYp20Bt5Sfo,157361,0,0.039,0.0008269999999999,0.216,0.203,0.000466,0,0.133,-26.57,0,67,0.153,132.84
140288,Oxy (feat. Lil Wayne),2018,2018-10-19,"['Future', 'Lil Wayne']",0nWMTq3fBceV1uZlhFn6of,180080,1,0.248,0.00779,0.8109999999999999,0.526,0.0642,8,0.13,-7.002999999999999,1,60,0.161,149.954
140289,Pideme - En Vivo,2018,2018-06-28,['Grupo Firme'],4OvWsid9gwU8nimd6KIXN6,256171,0,0.8190000000000001,0.535,0.5770000000000001,0.6409999999999999,0.0,8,0.207,-6.627999999999999,1,68,0.0375,139.155
140290,Knees,2018,2018-06-22,['Bebe Rexha'],7IOxauZfx5l18mYfX0GZm6,206581,0,0.381,0.0781,0.777,0.5770000000000001,1.02e-06,11,0.0869,-6.872000000000001,0,65,0.0357,109.019
140291,The Way I Am,2018,2018-05-11,['Charlie Puth'],6qNALlmZa1ESnCxJmXE1K9,186080,0,0.642,0.314,0.755,0.769,2.38e-06,10,0.0628,-5.658,0,65,0.186,114.966
140292,Broken,2018,2018-10-19,['Isak Danielson'],4oLLl2b0pZ5Ksp4SWISJyx,216338,0,0.101,0.451,0.435,0.636,0.0,5,0.112,-6.851,0,69,0.0609,141.87
140293,Really,2018,2018-06-15,['BLACKPINK'],5qA5DAR5xTjQUGrl0eBbmR,197789,0,0.947,0.0234,0.695,0.8809999999999999,0.0,1,0.277,-2.082,1,66,0.104,142.018
140294,Infatuated,2018,2018-07-17,['Jesus Honcho'],7DOlaVn3sXqFMP7MIWwAqf,147616,1,0.326,0.0312,0.748,0.779,0.0,1,0.0721,-4.28,1,59,0.0498,130.02700000000002
140295,Way Back Home,2018,2018-06-27,['SHAUN'],3NxuezMdSLgt4OwHzBoUhL,214137,0,0.556,0.405,0.745,0.7390000000000001,0.000183,10,0.127,-4.591,1,73,0.0327,99.913
140296,Sandra’s Rose,2018,2018-06-29,['Drake'],6cblRiEGDRNZgowcm951R3,216333,1,0.519,0.0481,0.486,0.8490000000000001,0.0,1,0.143,-5.432,1,62,0.246,152.086
140297,Levitate,2018,2018-10-05,['Twenty One Pilots'],2uBhGx3m5iJrtsql8Qk00j,145947,0,0.224,0.0857,0.7,0.934,0.226,6,0.114,-5.941,0,64,0.17,92.973
140298,Meet Mr. NICEGUY,2018,2018-09-07,['$uicideBoy$'],6VFKlX5qzxwmIiezqeqNYG,146477,1,0.6779999999999999,0.0087,0.736,0.495,0.299,6,0.208,-8.642000000000001,1,61,0.0443,120.993
140299,Para Ti Papá,2018,2018-06-15,['Ulices Chaidez'],1kqSCTQ2KReQ2bzmEcFvnI,254251,0,0.7070000000000001,0.679,0.642,0.501,0.0,5,0.0984,-6.402,1,62,0.0291,145.186
140300,Got Friends,2018,2018-06-13,"['GoldLink', 'Miguel']",1PVza5KmhSJhz12OewWciE,226963,1,0.345,0.104,0.691,0.75,0.0,10,0.123,-3.934,0,60,0.347,143.744
140301,Afterlife,2018,2018-10-19,['Future'],4hEbkVAl2qRs8vZy03tsDi,214253,1,0.115,0.0895,0.5770000000000001,0.488,1.1e-05,11,0.103,-8.252,1,61,0.418,108.238
140302,Stay With Me (feat. Jeremy Zucker),2018,2018-08-31,"['ayokay', 'Jeremy Zucker']",65Bynqyt59f3fojjs1Uo41,189787,0,0.468,0.489,0.6940000000000001,0.695,0.000159,2,0.131,-6.612,1,62,0.0705,100.035
140303,Finally,2018,2018-04-19,['Lil 2z'],1YM7Y7W1e2nsAV19XhPKV5,179148,1,0.452,0.472,0.77,0.449,0.0,0,0.107,-8.783,1,58,0.358,130.092
140304,Lover Boy,2018,2018-03-22,['Phum Viphurit'],2rd4FH1cSaWGc0ZiUaMbX9,236727,0,0.627,0.527,0.7979999999999999,0.556,0.000353,11,0.0959,-8.597000000000001,1,65,0.0303,109.994
140305,Cake,2018,2018-01-12,['Aflacko'],23OCmW1EsawtZSK0J2AUHT,159243,1,0.563,0.682,0.7759999999999999,0.467,0.0,8,0.205,-10.094,0,58,0.272,97.486
140306,Pushing Up Daisies (Love Alive),2018,2018-04-20,['Brothers Osborne'],1IxMWIX1soqNONa7H0LD6U,219013,0,0.535,0.152,0.606,0.633,0.000765,9,0.196,-7.19,1,60,0.032,142.016
140307,"You're A Mean One, Mr. Grinch",2018,2018-11-09,"['Tyler, The Creator']",5xQskDSiHQeoebxoprn3HL,108987,0,0.429,0.0621,0.5670000000000001,0.68,0.0,3,0.519,-6.254,0,62,0.0518,89.98700000000002
140308,In God I Trust,2018,2018-09-28,['Kevin Gates'],6xCSHFdcD43v2BN69O11bT,213750,1,0.52,0.649,0.863,0.669,0.0,2,0.102,-4.613,1,57,0.363,127.962
140309,Void,2018,2018-11-02,['The Neighbourhood'],2wXioTynVwrEWYRv6R6vEj,203667,0,0.346,0.047,0.534,0.5820000000000001,0.0328,5,0.0883,-7.912000000000001,1,65,0.0401,84.18299999999998
140310,I need to paint my walls,2018,2018-12-12,['A L E X'],02cyI9GE6GQqh60CZADM8v,163500,0,0.1639999999999999,0.816,0.779,0.288,0.903,0,0.108,-11.875,1,62,0.0555,134.99200000000002
140311,The Jump,2018,2018-04-10,['Paul Amp'],0xDSWRsn4Z77FiSjb7bJz6,228780,0,0.2,0.000148,0.7140000000000001,0.853,0.8640000000000001,3,0.0819,-4.45,1,59,0.0569,128.05100000000002
140312,Hot Nigga,2018,2018-05-10,['Mike Sherm'],6P1XtHEPUFa7vLYFssqTOc,96095,1,0.131,0.0998,0.86,0.5529999999999999,0.056,2,0.264,-9.096,1,58,0.0665,106.985
140313,I Know You (feat. Yung Pinch),2018,2018-05-31,"['Lil Skies', 'Yung Pinch']",5Cg98kiDYtCEHmjcKD0CJD,211200,1,0.442,0.194,0.773,0.602,0.000443,10,0.141,-6.384,1,61,0.108,74.896
140314,Change Lanes,2018,2018-05-16,['Kevin Gates'],59XHPyb0MTMElZpkG0Wp69,205861,1,0.513,0.129,0.706,0.7829999999999999,0.0,2,0.0952,-5.3370000000000015,1,58,0.424,130.195
140315,Red Cold River,2018,2018-04-13,['Breaking Benjamin'],6ZfPmIbwzz6fopTNwAJTPs,200907,0,0.226,0.000248,0.376,0.967,2.64e-06,3,0.0575,-3.277,0,60,0.166,91.582
140316,Ain't Got No Haters (feat. Too Short),2018,2018-12-07,"['Ice Cube', 'Too $hort']",3C2BKKKa7xrz2uWqIN1Mnh,206053,1,0.715,0.0543,0.7759999999999999,0.925,0.000427,11,0.189,-2.134,0,64,0.0792,95.951
140317,Don't Leave Me,2018,2018-04-04,['BTS'],3zIG0WuI5RoJsFYnErkFDU,227413,0,0.386,0.116,0.62,0.778,0.0,8,0.312,-4.622,0,68,0.0724,147.012
140318,She Wants My Money,2018,2018-10-16,['Dominic Fike'],0IajnzlicUA89rZSkqfLPS,133560,1,0.42,0.7709999999999999,0.7040000000000001,0.478,0.000516,9,0.0875,-6.562,1,62,0.047,128.789
140319,Genie,2018,2018-06-08,['YoungBoy Never Broke Again'],2ulXW6DPrhTDt7ZqqYDdhu,194792,1,0.513,0.286,0.598,0.605,0.0,7,0.0875,-4.92,0,59,0.452,159.517
140320,Broke,2018,2018-08-08,['Samm Henshaw'],1JqcZQCnxjDOfZZwQidb1H,207722,0,0.8640000000000001,0.433,0.7509999999999999,0.684,5.92e-06,1,0.18,-4.325,1,63,0.303,89.984
140321,"10,000 Degrees",2018,2018-09-07,['$uicideBoy$'],4nutwPQrK56fFmrAMgyPhz,189109,1,0.277,0.0193,0.72,0.727,0.0,1,0.107,-8.16,1,61,0.221,77.991
140322,No Excuses,2018,2018-03-01,['Meghan Trainor'],7fCNUWi6uflDTQ08srxMZk,152862,0,0.523,0.0224,0.8270000000000001,0.6579999999999999,0.0,6,0.0417,-3.846,1,63,0.0517,115.016
140323,Halloweenie,2018,2018-10-26,['Ashnikko'],2KYKDCK0q2mjpnBlO4lfQn,176400,1,0.588,0.1689999999999999,0.8420000000000001,0.684,0.0,8,0.136,-5.4570000000000025,1,63,0.101,99.994
140324,Better - SG Lewis x Clairo,2018,2018-07-06,"['SG Lewis', 'Clairo']",32T61xmNSIXhGkEszzs0t8,193762,0,0.484,0.05,0.6990000000000001,0.583,0.00029,6,0.091,-9.731,0,62,0.0357,109.001
140325,Luv Bug,2018,2018-06-20,['Wassup Rocker'],0jl2i7G9bt93Byf2I2Q7Mk,179182,1,0.35,0.967,0.748,0.225,0.0512,0,0.121,-16.484,0,60,0.258,96.99
140326,GOSHA,2018,2018-09-14,['$NOT'],3q8ms2oRMFsyxUYYKDiXIP,120000,1,0.5,0.8140000000000001,0.8190000000000001,0.462,1.62e-05,0,0.318,-9.638,0,61,0.485,159.873
140327,Always,2018,2018-10-19,['Isak Danielson'],2bdCO4UTMX1ennK2I4rFpD,213451,0,0.55,0.356,0.69,0.452,0.0,11,0.308,-8.026,1,70,0.0472,112.963
140328,Erase,2018,2018-05-30,['Omar Apollo'],7AszVgcyqnhmIzo6TutnCd,236794,0,0.575,0.688,0.657,0.376,2.54e-05,9,0.272,-6.534,1,61,0.0463,84.905
140329,BOOM,2018,2018-01-26,"['Tiësto', 'Sevenn', 'Gucci Mane']",6iC7vapdKp0XlKhxOkp8QJ,179512,1,0.203,0.0164,0.8859999999999999,0.84,0.00622,2,0.329,-3.386,1,70,0.0502,123.035
140330,The Time Is Now,2018,2018-10-12,['Atreyu'],4Q9uL0DWDcpCV1tE14xqnt,199959,0,0.396,0.00926,0.481,0.944,0.000328,8,0.278,-3.665,1,62,0.231,165.02
140331,Somebody,2018,2018-12-14,"['The Chainsmokers', 'Drew Love']",0fTiDOXRNEN0lUeYGoSHml,221987,0,0.3229999999999999,0.192,0.32,0.63,0.0,10,0.102,-7.019,0,66,0.0493,203.443
140332,4L,2018,2018-12-21,['21 Savage'],1uULQtJ8rbsX5TwjPpPc9Q,288364,1,0.0703,0.000897,0.879,0.41,2.09e-05,8,0.108,-9.233,1,60,0.551,80.01100000000002
140333,RATCHET SATURN GIRL,2018,2018-08-15,['Aminé'],2q4F6OpQgx9umNB9uGFPYo,146573,1,0.657,0.0378,0.5379999999999999,0.605,0.0,3,0.159,-5.412999999999999,1,60,0.119,39.497
140334,20 Min - Chopped and Screwed,2018,2018-09-12,['DJ Purpberry'],1q716FaopdAR7BTEt92Bll,285597,1,0.335,0.331,0.741,0.5,0.0,0,0.277,-9.525,1,65,0.136,96.273
140335,IDOL,2018,2018-08-24,"['BTS', 'Nicki Minaj']",03iCbZaM4OkRR4We6wIzvx,260234,0,0.446,0.00219,0.7090000000000001,0.857,0.0,9,0.103,-3.394,1,69,0.0881,126.038
140336,Come True,2018,2018-09-20,"['khai dreams', 'Forest']",20AjVjcuycZuivf5x3pCrL,203520,0,0.8109999999999999,0.503,0.85,0.677,4.12e-06,1,0.0541,-5.575,0,62,0.251,125.067
140337,Raging on a Sunday,2018,2018-11-23,['Bohnes'],5rvyUmsWA1LQGHI11FaVai,208881,1,0.47,0.129,0.478,0.83,0.000633,3,0.264,-6.665,0,63,0.071,149.88
140338,Fly,2018,2018-03-09,"['Marshmello', 'Leah Culver']",2HO0uCyq8jOveEzvmo4JEu,193778,0,0.155,0.0006389999999999,0.63,0.9,0.852,4,0.203,-3.955,1,64,0.0387,134.988
140339,Last Memory,2018,2018-11-02,['Takeoff'],1fvCggAYrW0VtCljtqv4h2,162133,1,0.172,0.175,0.8540000000000001,0.708,0.0,1,0.241,-5.805,0,60,0.244,118.032
140340,Get Up 10,2018,2018-04-06,['Cardi B'],7p2ewixAShLpjDZrnzZK7c,231453,1,0.454,0.0977,0.8059999999999999,0.57,0.0,1,0.105,-6.9270000000000005,1,61,0.246,93.015
140341,Queen,2018,2018-12-21,['Loren Gray'],53b4d9jHQZq89EtQxwUURr,160444,0,0.24,0.0186,0.617,0.463,0.0,11,0.187,-7.978,0,65,0.0402,83.931
140342,Sunlight On Your Skin - Bonus Track,2018,2018-11-09,"['Lil Peep', 'ILOVEMAKONNEN']",6trwNRKYjipVE9wUYSSG82,200000,1,0.3,0.0122,0.68,0.597,0.000599,4,0.114,-7.198,0,63,0.0304,120.052
140343,I'll Be There,2018,2018-05-03,['Jess Glynne'],083Qf6hn6sFL6xiOHlZUyn,193924,0,0.4,0.0228,0.623,0.851,0.0,7,0.12,-3.111,1,70,0.0409,100.063
140344,Yellow Lights,2018,2018-03-30,['Harry Hudson'],524dq3zKwXrP4uPL6VwoWT,171382,0,0.306,0.8440000000000001,0.444,0.21,0.0,3,0.0956,-10.811,1,63,0.0516,145.944
140345,Zendaya (feat. J. Cole),2018,2018-02-13,"['Cozz', 'J. Cole']",7jmTA4qUoE3powcTpw3dvF,258166,1,0.542,0.171,0.605,0.887,0.0,8,0.151,-3.108,0,60,0.385,158.274
140346,Lucia Tan Bella,2018,2018-10-29,['Aldo Trujillo'],5UU6FFnwqGPq5eQsMprzvP,155162,0,0.784,0.63,0.722,0.475,0.000256,10,0.129,-6.099,1,66,0.0451,135.874
140347,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",2018,2018-02-16,"['Sofia Reyes', 'Jason Derulo', 'De La Ghetto']",4QtiVmuA88tPQiCOHZuQ5b,201526,0,0.794,0.165,0.792,0.895,0.0,1,0.0501,-3.112,0,72,0.0589,94.968
140348,Bitch Go Die,2018,2018-06-06,['Speed Gang'],4KQ6jZfxSdlSKp4GqcXLWJ,235076,1,0.762,0.507,0.794,0.496,0.0,0,0.115,-6.961,1,60,0.0523,100.0
140349,Just Friends,2018,2018-04-27,"['Hayden James', 'Boy Matthews']",6tB4XVKceo2307SSWXaO0y,238991,1,0.363,0.105,0.639,0.685,0.0,9,0.143,-4.5710000000000015,0,61,0.049,110.041
140350,Compass,2018,2018-11-02,['The Neighbourhood'],0YNtAadZvKBBEFARtfoCV8,167960,0,0.667,0.238,0.7,0.82,0.318,5,0.6579999999999999,-5.499,0,69,0.0329,109.998
140351,Trader Joe,2018,2018-05-11,['Junglepussy'],68UwqWt98BW1QdDnGV9DO1,188917,1,0.589,0.574,0.872,0.541,1.79e-06,0,0.0617,-6.932,1,59,0.0629,133.005
140352,Shoulda,2018,2018-09-28,['Kevin Gates'],0yDpTj2XaHPTf0JcAo2rko,163019,1,0.838,0.619,0.585,0.7559999999999999,0.0,8,0.132,-4.19,1,57,0.425,158.317
140353,Blood // Water - King Kavalier Remix,2018,2018-09-14,"['grandson', 'King Kavalier']",1vhNd2F1bNKV7DN4Moa8z2,179374,0,0.655,0.0494,0.586,0.813,5.54e-06,8,0.0939,-6.357,0,67,0.0804,149.812
140354,TOOTIMETOOTIMETOOTIME,2018,2018-11-30,['The 1975'],33DzKnwuBE6lfOiADwzd5E,207851,0,0.518,0.177,0.667,0.8240000000000001,0.0152,8,0.0933,-5.867000000000001,1,65,0.0665,114.998
140355,Leanin',2018,2018-11-09,['Lil Peep'],6cX1iTffMIAU8lEWSOYIIO,206493,1,0.318,0.19,0.501,0.486,0.0,2,0.103,-6.6,0,64,0.0298,139.872
140356,Tequila - R3HAB Remix,2018,2018-06-21,"['Dan + Shay', 'R3HAB']",2aAyDqzwEeVIigSMFM1tNS,157425,0,0.547,0.0119,0.578,0.862,1.7899999999999998e-05,8,0.0744,-3.059,0,60,0.0405,100.049
140357,Worthy Of You,2018,2018-12-06,['Plested'],1FDV80LC5JnTDAEjPDovER,190619,0,0.386,0.439,0.451,0.452,0.0,1,0.478,-9.363,0,62,0.0574,57.523
140358,Till I Found You,2018,2018-08-03,['Phil Wickham'],5wrTjji1a7OkZfTo9TKesB,240267,0,0.221,0.0597,0.373,0.703,0.0,4,0.0715,-5.803,1,57,0.062,123.909
140359,Ji-Eun's Sunset,2018,2018-07-02,['City Girl'],0DvqAXyoA7zRB8wgH0DjRO,168814,0,0.171,0.0923,0.931,0.517,0.821,4,0.114,-8.476,1,62,0.105,118.021
140360,Kids See Ghosts,2018,2018-06-08,"['KIDS SEE GHOSTS', 'Yasiin Bey']",2I3dW2dCBZAJGj5X21E53k,245098,1,0.338,0.113,0.841,0.682,9.65e-05,2,0.131,-7.0070000000000014,1,61,0.0458,94.985
140361,En Menos de Un Minuto,2018,2018-11-16,['T3R Elemento'],0laoKkCyhp5HW3wGejhPV5,177714,1,0.581,0.5539999999999999,0.7020000000000001,0.621,0.0,7,0.226,-6.884,1,62,0.0296,114.532
140362,Unbothered,2018,2018-01-06,['Omar Apollo'],4p1Er46wDz4zGQI7Sxor3W,124954,0,0.322,0.271,0.6409999999999999,0.487,0.00223,2,0.133,-7.098,1,60,0.03,108.933
140363,Business Is Business (Lil Baby & Gunna),2018,2018-10-05,"['Lil Baby', 'Gunna']",7roKDmJDOzkpfGpUQJ5EnL,162268,1,0.4,0.288,0.821,0.636,0.0,7,0.104,-6.037999999999999,0,60,0.0899,142.00799999999995
